	Addendum J for CY2025 evaluation statistics for complexity adjustments of combinations of comprehensive HCPCS codes												
28122	Partial removal of foot bone	J1	5113	28043	Exc foot/toe tum sc < 1.5 cm	J1	5072	5114	10	"2,899.70"	28825	"4,833.88"	N
28122	Partial removal of foot bone	J1	5113	28045	Exc foot/toe tum deep <1.5cm	J1	5073	5114	3	"3,544.23"	28825	"4,833.88"	N
28122	Partial removal of foot bone	J1	5113	28046	Resect foot/toe tumor < 3 cm	J1	5073	5114	1	"2,688.27"	28825	"4,833.88"	N
28122	Partial removal of foot bone	J1	5113	28055	Neurectomy foot	J1	5431	5114	3	"2,469.46"	28825	"4,833.88"	N
28122	Partial removal of foot bone	J1	5113	28060	Partial removal foot fascia	J1	5113	5114	1	"4,867.50"	28825	"4,833.88"	N
28122	Partial removal of foot bone	J1	5113	28080	Removal of foot lesion	J1	5112	5114	7	"2,437.69"	28825	"4,833.88"	N
28122	Partial removal of foot bone	J1	5113	28090	Removal of foot lesion	J1	5112	5114	26	"2,450.64"	28825	"4,833.88"	N
28122	Partial removal of foot bone	J1	5113	28092	Removal of toe lesions	J1	5112	5114	2	"1,860.12"	28825	"4,833.88"	N
28122	Partial removal of foot bone	J1	5113	28104	Removal of foot lesion	J1	5113	5114	5	"5,219.87"	28825	"4,833.88"	N
28122	Partial removal of foot bone	J1	5113	28110	Part removal of metatarsal	J1	5113	5114	12	"4,503.97"	28825	"4,833.88"	N
28122	Partial removal of foot bone	J1	5113	28112	Part removal of metatarsal	J1	5113	5114	7	"3,061.99"	28825	"4,833.88"	N
28122	Partial removal of foot bone	J1	5113	28113	Part removal of metatarsal	J1	5113	5114	5	"2,974.65"	28825	"4,833.88"	N
28122	Partial removal of foot bone	J1	5113	28122	Partial removal of foot bone	J1	5113	5114	120	"3,314.67"	28825	"4,833.88"	N
28122	Partial removal of foot bone	J1	5113	28124	Partial removal of toe	J1	5113	5114	32	"3,233.45"	28825	"4,833.88"	N
28122	Partial removal of foot bone	J1	5113	28126	Partial removal of toe	J1	5113	5114	3	"3,208.23"	28825	"4,833.88"	N
28122	Partial removal of foot bone	J1	5113	28153	Partial removal of toe	J1	5113	5114	1	"3,684.09"	28825	"4,833.88"	N
28122	Partial removal of foot bone	J1	5113	28220	Release of foot tendon	J1	5112	5114	1	"2,360.10"	28825	"4,833.88"	N
28122	Partial removal of foot bone	J1	5113	28230	Incision of foot tendon(s)	J1	5112	5114	1	"13,590.51"	28825	"4,833.88"	N
28122	Partial removal of foot bone	J1	5113	28232	Incision of toe tendon	J1	5112	5114	1	"5,246.87"	28825	"4,833.88"	N
28122	Partial removal of foot bone	J1	5113	28234	Incision of foot tendon	J1	5112	5114	1	"3,485.63"	28825	"4,833.88"	N
28122	Partial removal of foot bone	J1	5113	28270	Release of foot contracture	J1	5113	5114	17	"3,423.52"	28825	"4,833.88"	N
28122	Partial removal of foot bone	J1	5113	28280	Fusion of toes	J1	5113	5114	3	"3,703.38"	28825	"4,833.88"	N
28122	Partial removal of foot bone	J1	5113	28285	Repair of hammertoe	J1	5113	5114	86	"3,813.18"	28825	"4,833.88"	N
28122	Partial removal of foot bone	J1	5113	28288	Partial removal of foot bone	J1	5113	5114	4	"1,956.61"	28825	"4,833.88"	N
28122	Partial removal of foot bone	J1	5113	28289	Corrj halux rigdus w/o implt	J1	5113	5114	18	"3,840.99"	28825	"4,833.88"	N
28122	Partial removal of foot bone	J1	5113	28315	Removal of sesamoid bone	J1	5113	5114	14	"4,149.49"	28825	"4,833.88"	N
28122	Partial removal of foot bone	J1	5113	28810	Amputation toe & metatarsal	J1	5113	5114	14	"4,437.45"	28825	"4,833.88"	N
28122	Partial removal of foot bone	J1	5113	28820	Amputation of toe	J1	5113	5114	32	"3,075.85"	28825	"4,833.88"	N
28122	Partial removal of foot bone	J1	5113	28825	Partial amputation of toe	J1	5113	5114	1	"4,598.06"	28825	"4,833.88"	N
28122	Partial removal of foot bone	J1	5113	36475	Endovenous rf 1st vein	J1	5183	5114	1	"2,853.61"	28825	"4,833.88"	N
28122	Partial removal of foot bone	J1	5113	36569	Insj picc 5 yr+ w/o imaging	J1	5182	5114	3	"5,402.25"	28825	"4,833.88"	N
28122	Partial removal of foot bone	J1	5113	36573	Insj picc rs&i 5 yr+	J1	5182	5114	2	"6,292.15"	28825	"4,833.88"	N
28122	Partial removal of foot bone	J1	5113	38220	Dx bone marrow aspirations	J1	5072	5114	1	"19,363.64"	28825	"4,833.88"	N
28122	Partial removal of foot bone	J1	5113	38221	Dx bone marrow biopsies	J1	5072	5114	1	"3,543.61"	28825	"4,833.88"	N
28122	Partial removal of foot bone	J1	5113	64704	Revise hand/foot nerve	J1	5431	5114	14	"3,841.43"	28825	"4,833.88"	N
28122	Partial removal of foot bone	J1	5113	64708	Revise arm/leg nerve	J1	5431	5114	6	"3,854.49"	28825	"4,833.88"	N
28122	Partial removal of foot bone	J1	5113	64722	Relieve pressure on nerve(s)	J1	5431	5114	3	"3,055.81"	28825	"4,833.88"	N
28122	Partial removal of foot bone	J1	5113	64774	Remove skin nerve lesion	J1	5431	5114	1	"3,431.77"	28825	"4,833.88"	N
28122	Partial removal of foot bone	J1	5113	64782	Remove limb nerve lesion	J1	5431	5114	2	"2,959.84"	28825	"4,833.88"	N
28124	Partial removal of toe	J1	5113	0753T	Dgtz gls mcrscp sld level iv	N	 	5114	3	"2,597.27"	28825	"4,833.88"	N
28124	Partial removal of toe	J1	5113	10140	I&d hmtma seroma/fluid collj	J1	5072	5114	1	"2,322.34"	28825	"4,833.88"	N
28124	Partial removal of toe	J1	5113	11044	Dbrdmt bone 1st 20 sq cm/<	J1	5072	5114	5	"2,039.44"	28825	"4,833.88"	N
28124	Partial removal of toe	J1	5113	11420	Exc h-f-nk-sp b9+marg 0.5/<	J1	5072	5114	6	"3,212.41"	28825	"4,833.88"	N
28124	Partial removal of toe	J1	5113	11422	Exc h-f-nk-sp b9+marg 1.1-2	J1	5072	5114	5	"4,442.89"	28825	"4,833.88"	N
28124	Partial removal of toe	J1	5113	20240	Bone biopsy open superficial	J1	5073	5114	5	"3,570.47"	28825	"4,833.88"	N
28124	Partial removal of toe	J1	5113	20245	Bone biopsy open deep	J1	5073	5114	1	"4,071.65"	28825	"4,833.88"	N
28124	Partial removal of toe	J1	5113	26080	Explore/treat finger joint	J1	5112	5114	1	"2,979.23"	28825	"4,833.88"	N
28124	Partial removal of toe	J1	5113	28002	Treatment of foot infection	J1	5112	5114	3	"3,943.80"	28825	"4,833.88"	N
28124	Partial removal of toe	J1	5113	28010	Incision of toe tendon	J1	5112	5114	12	"3,025.49"	28825	"4,833.88"	N
28124	Partial removal of toe	J1	5113	28011	Incision of toe tendons	J1	5112	5114	1	"2,527.56"	28825	"4,833.88"	N
28124	Partial removal of toe	J1	5113	28024	Exploration of toe joint	J1	5112	5114	1	"2,546.53"	28825	"4,833.88"	N
28124	Partial removal of toe	J1	5113	28039	Exc foot/toe tum sc 1.5 cm/>	J1	5073	5114	5	"2,741.43"	28825	"4,833.88"	N
28124	Partial removal of toe	J1	5113	28041	Exc foot/toe tum dep 1.5cm/>	J1	5073	5114	3	"6,741.65"	28825	"4,833.88"	N
28124	Partial removal of toe	J1	5113	28043	Exc foot/toe tum sc < 1.5 cm	J1	5072	5114	8	"2,280.25"	28825	"4,833.88"	N
28124	Partial removal of toe	J1	5113	28045	Exc foot/toe tum deep <1.5cm	J1	5073	5114	3	"2,537.29"	28825	"4,833.88"	N
28124	Partial removal of toe	J1	5113	28047	Resect foot/toe tumor 3 cm/>	J1	5073	5114	1	"1,493.21"	28825	"4,833.88"	N
28124	Partial removal of toe	J1	5113	28080	Removal of foot lesion	J1	5112	5114	4	"2,659.04"	28825	"4,833.88"	N
28124	Partial removal of toe	J1	5113	28090	Removal of foot lesion	J1	5112	5114	1	"3,258.51"	28825	"4,833.88"	N
28124	Partial removal of toe	J1	5113	28092	Removal of toe lesions	J1	5112	5114	22	"2,731.62"	28825	"4,833.88"	N
28124	Partial removal of toe	J1	5113	28108	Removal of toe lesions	J1	5112	5114	4	"4,282.55"	28825	"4,833.88"	N
28124	Partial removal of toe	J1	5113	28124	Partial removal of toe	J1	5113	5114	167	"2,760.72"	28825	"4,833.88"	N
28124	Partial removal of toe	J1	5113	28126	Partial removal of toe	J1	5113	5114	1	"2,945.92"	28825	"4,833.88"	N
28124	Partial removal of toe	J1	5113	28153	Partial removal of toe	J1	5113	5114	3	"4,379.85"	28825	"4,833.88"	N
28124	Partial removal of toe	J1	5113	28160	Partial removal of toe	J1	5113	5114	1	"1,539.87"	28825	"4,833.88"	N
28124	Partial removal of toe	J1	5113	28175	Resect phalanx of toe tumor	J1	5112	5114	1	"3,587.67"	28825	"4,833.88"	N
28124	Partial removal of toe	J1	5113	28232	Incision of toe tendon	J1	5112	5114	19	"2,922.53"	28825	"4,833.88"	N
28124	Partial removal of toe	J1	5113	28234	Incision of foot tendon	J1	5112	5114	3	"2,653.39"	28825	"4,833.88"	N
28124	Partial removal of toe	J1	5113	28272	Release of toe joint each	J1	5112	5114	4	"2,690.71"	28825	"4,833.88"	N
28124	Partial removal of toe	J1	5113	28820	Amputation of toe	J1	5113	5114	12	"3,394.32"	28825	"4,833.88"	N
28124	Partial removal of toe	J1	5113	28825	Partial amputation of toe	J1	5113	5114	16	"2,811.04"	28825	"4,833.88"	N
28124	Partial removal of toe	J1	5113	64704	Revise hand/foot nerve	J1	5431	5114	1	"1,911.48"	28825	"4,833.88"	N
28124	Partial removal of toe	J1	5113	64782	Remove limb nerve lesion	J1	5431	5114	4	"3,288.81"	28825	"4,833.88"	N
28126	Partial removal of toe	J1	5113	28092	Removal of toe lesions	J1	5112	5114	2	"2,969.28"	28825	"4,833.88"	N
28126	Partial removal of toe	J1	5113	28126	Partial removal of toe	J1	5113	5114	7	"3,051.63"	28825	"4,833.88"	N
28126	Partial removal of toe	J1	5113	28153	Partial removal of toe	J1	5113	5114	3	"4,050.98"	28825	"4,833.88"	N
28126	Partial removal of toe	J1	5113	28232	Incision of toe tendon	J1	5112	5114	1	"3,420.65"	28825	"4,833.88"	N
28140	Removal of metatarsal	J1	5113	11044	Dbrdmt bone 1st 20 sq cm/<	J1	5072	5114	3	"4,471.49"	28825	"4,833.88"	N
28140	Removal of metatarsal	J1	5113	11422	Exc h-f-nk-sp b9+marg 1.1-2	J1	5072	5114	1	"2,873.22"	28825	"4,833.88"	N
28140	Removal of metatarsal	J1	5113	11620	Exc h-f-nk-sp mal+marg 0.5/<	J1	5072	5114	1	"5,288.71"	28825	"4,833.88"	N
28140	Removal of metatarsal	J1	5113	27605	Incision of achilles tendon	J1	5112	5114	1	"2,605.37"	28825	"4,833.88"	N
28140	Removal of metatarsal	J1	5113	27687	Revision of calf tendon	J1	5113	5114	3	"5,525.39"	28825	"4,833.88"	N
28140	Removal of metatarsal	J1	5113	28002	Treatment of foot infection	J1	5112	5114	2	"3,216.67"	28825	"4,833.88"	N
28140	Removal of metatarsal	J1	5113	28045	Exc foot/toe tum deep <1.5cm	J1	5073	5114	4	"3,433.23"	28825	"4,833.88"	N
28140	Removal of metatarsal	J1	5113	28113	Part removal of metatarsal	J1	5113	5114	2	"3,189.00"	28825	"4,833.88"	N
28140	Removal of metatarsal	J1	5113	28124	Partial removal of toe	J1	5113	5114	1	"10,138.36"	28825	"4,833.88"	N
28140	Removal of metatarsal	J1	5113	28126	Partial removal of toe	J1	5113	5114	5	"2,207.22"	28825	"4,833.88"	N
28140	Removal of metatarsal	J1	5113	28140	Removal of metatarsal	J1	5113	5114	4	"4,015.53"	28825	"4,833.88"	N
28140	Removal of metatarsal	J1	5113	28160	Partial removal of toe	J1	5113	5114	1	"3,863.39"	28825	"4,833.88"	N
28140	Removal of metatarsal	J1	5113	28230	Incision of foot tendon(s)	J1	5112	5114	1	"6,700.98"	28825	"4,833.88"	N
28140	Removal of metatarsal	J1	5113	28285	Repair of hammertoe	J1	5113	5114	2	"6,206.54"	28825	"4,833.88"	N
28140	Removal of metatarsal	J1	5113	28315	Removal of sesamoid bone	J1	5113	5114	1	"2,639.12"	28825	"4,833.88"	N
28140	Removal of metatarsal	J1	5113	28810	Amputation toe & metatarsal	J1	5113	5114	4	"5,162.82"	28825	"4,833.88"	N
28140	Removal of metatarsal	J1	5113	28825	Partial amputation of toe	J1	5113	5114	1	"4,433.29"	28825	"4,833.88"	N
28150	Removal of toe	J1	5113	28041	Exc foot/toe tum dep 1.5cm/>	J1	5073	5114	1	"1,805.84"	28825	"4,833.88"	N
28150	Removal of toe	J1	5113	28150	Removal of toe	J1	5113	5114	4	"2,589.18"	28825	"4,833.88"	N
28153	Partial removal of toe	J1	5113	11623	Exc s/n/h/f/g mal+mrg 2.1-3	J1	5072	5114	1	"3,834.69"	28825	"4,833.88"	N
28153	Partial removal of toe	J1	5113	20240	Bone biopsy open superficial	J1	5073	5114	1	"2,486.62"	28825	"4,833.88"	N
28153	Partial removal of toe	J1	5113	28002	Treatment of foot infection	J1	5112	5114	1	"6,030.57"	28825	"4,833.88"	N
28153	Partial removal of toe	J1	5113	28010	Incision of toe tendon	J1	5112	5114	1	"4,200.71"	28825	"4,833.88"	N
28153	Partial removal of toe	J1	5113	28092	Removal of toe lesions	J1	5112	5114	1	"3,589.20"	28825	"4,833.88"	N
28153	Partial removal of toe	J1	5113	28153	Partial removal of toe	J1	5113	5114	7	"2,486.10"	28825	"4,833.88"	N
28153	Partial removal of toe	J1	5113	28232	Incision of toe tendon	J1	5112	5114	1	"2,909.65"	28825	"4,833.88"	N
28160	Partial removal of toe	J1	5113	11044	Dbrdmt bone 1st 20 sq cm/<	J1	5072	5114	3	"4,625.16"	28825	"4,833.88"	N
28160	Partial removal of toe	J1	5113	11420	Exc h-f-nk-sp b9+marg 0.5/<	J1	5072	5114	1	"2,214.55"	28825	"4,833.88"	N
28160	Partial removal of toe	J1	5113	11422	Exc h-f-nk-sp b9+marg 1.1-2	J1	5072	5114	1	"2,381.38"	28825	"4,833.88"	N
28160	Partial removal of toe	J1	5113	11423	Exc h-f-nk-sp b9+marg 2.1-3	J1	5072	5114	1	"4,644.48"	28825	"4,833.88"	N
28160	Partial removal of toe	J1	5113	20240	Bone biopsy open superficial	J1	5073	5114	1	"1,752.56"	28825	"4,833.88"	N
28160	Partial removal of toe	J1	5113	28010	Incision of toe tendon	J1	5112	5114	3	"1,712.44"	28825	"4,833.88"	N
28160	Partial removal of toe	J1	5113	28024	Exploration of toe joint	J1	5112	5114	1	"6,406.85"	28825	"4,833.88"	N
28160	Partial removal of toe	J1	5113	28043	Exc foot/toe tum sc < 1.5 cm	J1	5072	5114	2	"2,949.86"	28825	"4,833.88"	N
28160	Partial removal of toe	J1	5113	28090	Removal of foot lesion	J1	5112	5114	1	"1,274.32"	28825	"4,833.88"	N
28160	Partial removal of toe	J1	5113	28092	Removal of toe lesions	J1	5112	5114	3	"3,823.12"	28825	"4,833.88"	N
28160	Partial removal of toe	J1	5113	28108	Removal of toe lesions	J1	5112	5114	1	"1,067.05"	28825	"4,833.88"	N
28160	Partial removal of toe	J1	5113	28126	Partial removal of toe	J1	5113	5114	2	"2,132.90"	28825	"4,833.88"	N
28160	Partial removal of toe	J1	5113	28153	Partial removal of toe	J1	5113	5114	3	"3,391.55"	28825	"4,833.88"	N
28160	Partial removal of toe	J1	5113	28160	Partial removal of toe	J1	5113	5114	35	"2,954.26"	28825	"4,833.88"	N
28160	Partial removal of toe	J1	5113	28232	Incision of toe tendon	J1	5112	5114	2	"2,362.90"	28825	"4,833.88"	N
28160	Partial removal of toe	J1	5113	28234	Incision of foot tendon	J1	5112	5114	2	"4,127.90"	28825	"4,833.88"	N
28160	Partial removal of toe	J1	5113	28820	Amputation of toe	J1	5113	5114	3	"2,705.73"	28825	"4,833.88"	N
28160	Partial removal of toe	J1	5113	28825	Partial amputation of toe	J1	5113	5114	7	"2,822.43"	28825	"4,833.88"	N
28160	Partial removal of toe	J1	5113	64704	Revise hand/foot nerve	J1	5431	5114	1	"2,443.37"	28825	"4,833.88"	N
28173	Resect metatarsal tumor	J1	5113	11044	Dbrdmt bone 1st 20 sq cm/<	J1	5072	5114	2	"2,019.92"	28825	"4,833.88"	N
28173	Resect metatarsal tumor	J1	5113	20240	Bone biopsy open superficial	J1	5073	5114	1	"7,324.72"	28825	"4,833.88"	N
28173	Resect metatarsal tumor	J1	5113	27687	Revision of calf tendon	J1	5113	5114	1	"2,499.55"	28825	"4,833.88"	N
28173	Resect metatarsal tumor	J1	5113	28092	Removal of toe lesions	J1	5112	5114	1	"4,218.47"	28825	"4,833.88"	N
28173	Resect metatarsal tumor	J1	5113	28173	Resect metatarsal tumor	J1	5113	5114	1	"4,740.56"	28825	"4,833.88"	N
28173	Resect metatarsal tumor	J1	5113	28285	Repair of hammertoe	J1	5113	5114	1	"2,510.80"	28825	"4,833.88"	N
28173	Resect metatarsal tumor	J1	5113	28825	Partial amputation of toe	J1	5113	5114	1	"5,548.54"	28825	"4,833.88"	N
28200	Repair of foot tendon	J1	5113	11044	Dbrdmt bone 1st 20 sq cm/<	J1	5072	5114	1	"10,074.64"	28825	"4,833.88"	N
28200	Repair of foot tendon	J1	5113	11426	Exc h-f-nk-sp b9+marg >4 cm	J1	5073	5114	1	"2,447.00"	28825	"4,833.88"	N
28200	Repair of foot tendon	J1	5113	20240	Bone biopsy open superficial	J1	5073	5114	1	"4,180.23"	28825	"4,833.88"	N
28200	Repair of foot tendon	J1	5113	27600	Decompression of lower leg	J1	5113	5114	1	"13,093.66"	28825	"4,833.88"	N
28200	Repair of foot tendon	J1	5113	27618	Exc leg/ankle tum < 3 cm	J1	5072	5114	1	"3,943.13"	28825	"4,833.88"	N
28200	Repair of foot tendon	J1	5113	27619	Exc leg/ankle tum deep <5 cm	J1	5073	5114	1	"2,136.55"	28825	"4,833.88"	N
28200	Repair of foot tendon	J1	5113	27625	Remove ankle joint lining	J1	5113	5114	2	"3,568.18"	28825	"4,833.88"	N
28200	Repair of foot tendon	J1	5113	27626	Remove ankle joint lining	J1	5113	5114	3	"2,427.51"	28825	"4,833.88"	N
28200	Repair of foot tendon	J1	5113	27630	Removal of tendon lesion	J1	5113	5114	5	"4,348.34"	28825	"4,833.88"	N
28200	Repair of foot tendon	J1	5113	27632	Exc leg/ankle les sc 3 cm/>	J1	5073	5114	3	"3,965.05"	28825	"4,833.88"	N
28200	Repair of foot tendon	J1	5113	27635	Remove lower leg bone lesion	J1	5113	5114	3	"2,978.15"	28825	"4,833.88"	N
28200	Repair of foot tendon	J1	5113	27658	Repair of leg tendon each	J1	5113	5114	4	"6,502.49"	28825	"4,833.88"	N
28200	Repair of foot tendon	J1	5113	27675	Repair lower leg tendons	J1	5113	5114	1	"1,362.36"	28825	"4,833.88"	N
28200	Repair of foot tendon	J1	5113	27680	Release of lower leg tendon	J1	5113	5114	9	"3,272.56"	28825	"4,833.88"	N
28200	Repair of foot tendon	J1	5113	27685	Revision of lower leg tendon	J1	5113	5114	3	"6,060.38"	28825	"4,833.88"	N
28200	Repair of foot tendon	J1	5113	27687	Revision of calf tendon	J1	5113	5114	2	"5,936.94"	28825	"4,833.88"	N
28200	Repair of foot tendon	J1	5113	28008	Incision of foot fascia	J1	5113	5114	4	"6,554.34"	28825	"4,833.88"	N
28200	Repair of foot tendon	J1	5113	28020	Exploration of foot joint	J1	5113	5114	2	"2,443.19"	28825	"4,833.88"	N
28200	Repair of foot tendon	J1	5113	28022	Exploration of foot joint	J1	5113	5114	1	"3,143.62"	28825	"4,833.88"	N
28200	Repair of foot tendon	J1	5113	28039	Exc foot/toe tum sc 1.5 cm/>	J1	5073	5114	1	"2,281.40"	28825	"4,833.88"	N
28200	Repair of foot tendon	J1	5113	28041	Exc foot/toe tum dep 1.5cm/>	J1	5073	5114	1	"1,478.73"	28825	"4,833.88"	N
28200	Repair of foot tendon	J1	5113	28043	Exc foot/toe tum sc < 1.5 cm	J1	5072	5114	1	"1,346.46"	28825	"4,833.88"	N
28200	Repair of foot tendon	J1	5113	28047	Resect foot/toe tumor 3 cm/>	J1	5073	5114	1	"7,293.88"	28825	"4,833.88"	N
28200	Repair of foot tendon	J1	5113	28060	Partial removal foot fascia	J1	5113	5114	2	"9,185.54"	28825	"4,833.88"	N
28200	Repair of foot tendon	J1	5113	28080	Removal of foot lesion	J1	5112	5114	2	"2,438.44"	28825	"4,833.88"	N
28200	Repair of foot tendon	J1	5113	28088	Excise foot tendon sheath	J1	5113	5114	1	"8,128.12"	28825	"4,833.88"	N
28200	Repair of foot tendon	J1	5113	28090	Removal of foot lesion	J1	5112	5114	4	"3,616.16"	28825	"4,833.88"	N
28200	Repair of foot tendon	J1	5113	28104	Removal of foot lesion	J1	5113	5114	7	"3,889.06"	28825	"4,833.88"	N
28200	Repair of foot tendon	J1	5113	28110	Part removal of metatarsal	J1	5113	5114	2	"5,210.58"	28825	"4,833.88"	N
28200	Repair of foot tendon	J1	5113	28112	Part removal of metatarsal	J1	5113	5114	1	"7,131.08"	28825	"4,833.88"	N
28200	Repair of foot tendon	J1	5113	28119	Removal of heel spur	J1	5113	5114	4	"6,357.90"	28825	"4,833.88"	N
28200	Repair of foot tendon	J1	5113	28120	Part removal of ankle/heel	J1	5113	5114	14	"4,864.66"	28825	"4,833.88"	N
28200	Repair of foot tendon	J1	5113	28122	Partial removal of foot bone	J1	5113	5114	22	"4,324.29"	28825	"4,833.88"	N
28200	Repair of foot tendon	J1	5113	28124	Partial removal of toe	J1	5113	5114	2	"5,231.50"	28825	"4,833.88"	N
28200	Repair of foot tendon	J1	5113	28160	Partial removal of toe	J1	5113	5114	1	"4,396.65"	28825	"4,833.88"	N
28200	Repair of foot tendon	J1	5113	28200	Repair of foot tendon	J1	5113	5114	24	"4,947.29"	28825	"4,833.88"	N
28200	Repair of foot tendon	J1	5113	28208	Repair of foot tendon	J1	5113	5114	10	"3,412.37"	28825	"4,833.88"	N
28200	Repair of foot tendon	J1	5113	28270	Release of foot contracture	J1	5113	5114	1	"3,544.65"	28825	"4,833.88"	N
28200	Repair of foot tendon	J1	5113	28285	Repair of hammertoe	J1	5113	5114	11	"7,377.88"	28825	"4,833.88"	N
28200	Repair of foot tendon	J1	5113	28286	Repair of hammertoe	J1	5113	5114	2	"4,348.63"	28825	"4,833.88"	N
28200	Repair of foot tendon	J1	5113	28288	Partial removal of foot bone	J1	5113	5114	3	"4,934.22"	28825	"4,833.88"	N
28200	Repair of foot tendon	J1	5113	28289	Corrj halux rigdus w/o implt	J1	5113	5114	3	"10,043.53"	28825	"4,833.88"	N
28200	Repair of foot tendon	J1	5113	28292	Cor hlx vlgs rsc prx phlx bs	J1	5113	5114	2	"10,117.68"	28825	"4,833.88"	N
28200	Repair of foot tendon	J1	5113	28296	Cor hlx vlgs dstl mtar osteo	J1	5113	5114	4	"12,078.49"	28825	"4,833.88"	N
28200	Repair of foot tendon	J1	5113	28308	Incision of metatarsal	J1	5113	5114	37	"6,260.03"	28825	"4,833.88"	Y
28200	Repair of foot tendon	J1	5113	28312	Revision of toe	J1	5113	5114	1	"9,454.96"	28825	"4,833.88"	N
28200	Repair of foot tendon	J1	5113	28313	Repair deformity of toe	J1	5113	5114	3	"5,908.51"	28825	"4,833.88"	N
28200	Repair of foot tendon	J1	5113	28315	Removal of sesamoid bone	J1	5113	5114	3	"2,669.24"	28825	"4,833.88"	N
28200	Repair of foot tendon	J1	5113	28525	Treat toe fracture	J1	5113	5114	1	"8,769.34"	28825	"4,833.88"	N
28200	Repair of foot tendon	J1	5113	28820	Amputation of toe	J1	5113	5114	1	"2,449.03"	28825	"4,833.88"	N
28200	Repair of foot tendon	J1	5113	29893	Scope plantar fasciotomy	J1	5113	5114	4	"5,214.21"	28825	"4,833.88"	N
28200	Repair of foot tendon	J1	5113	29897	Ankle arthroscopy/surgery	J1	5113	5114	5	"3,792.21"	28825	"4,833.88"	N
28200	Repair of foot tendon	J1	5113	29898	Ankle arthroscopy/surgery	J1	5113	5114	12	"5,894.04"	28825	"4,833.88"	N
28200	Repair of foot tendon	J1	5113	64704	Revise hand/foot nerve	J1	5431	5114	1	"4,477.97"	28825	"4,833.88"	N
28200	Repair of foot tendon	J1	5113	64708	Revise arm/leg nerve	J1	5431	5114	1	"3,271.89"	28825	"4,833.88"	N
28208	Repair of foot tendon	J1	5113	11012	Deb skin bone at fx site	J1	5073	5114	1	"7,822.50"	28825	"4,833.88"	N
28208	Repair of foot tendon	J1	5113	11624	Exc s/n/h/f/g mal+mrg 3.1-4	J1	5072	5114	1	"4,608.16"	28825	"4,833.88"	N
28208	Repair of foot tendon	J1	5113	20240	Bone biopsy open superficial	J1	5073	5114	2	"7,587.89"	28825	"4,833.88"	N
28208	Repair of foot tendon	J1	5113	26116	Exc hand tum deep < 1.5 cm	J1	5072	5114	1	"2,760.66"	28825	"4,833.88"	N
28208	Repair of foot tendon	J1	5113	26765	Treat finger fracture each	J1	5113	5114	1	"5,070.43"	28825	"4,833.88"	N
28208	Repair of foot tendon	J1	5113	27630	Removal of tendon lesion	J1	5113	5114	2	"2,688.65"	28825	"4,833.88"	N
28208	Repair of foot tendon	J1	5113	27635	Remove lower leg bone lesion	J1	5113	5114	2	"3,717.87"	28825	"4,833.88"	N
28208	Repair of foot tendon	J1	5113	27680	Release of lower leg tendon	J1	5113	5114	1	"5,171.47"	28825	"4,833.88"	N
28208	Repair of foot tendon	J1	5113	27681	Release of lower leg tendons	J1	5113	5114	1	"16,291.10"	28825	"4,833.88"	N
28208	Repair of foot tendon	J1	5113	27685	Revision of lower leg tendon	J1	5113	5114	1	"6,897.51"	28825	"4,833.88"	N
28208	Repair of foot tendon	J1	5113	27687	Revision of calf tendon	J1	5113	5114	2	"4,202.42"	28825	"4,833.88"	N
28208	Repair of foot tendon	J1	5113	28039	Exc foot/toe tum sc 1.5 cm/>	J1	5073	5114	2	"1,986.81"	28825	"4,833.88"	N
28208	Repair of foot tendon	J1	5113	28080	Removal of foot lesion	J1	5112	5114	1	"4,351.17"	28825	"4,833.88"	N
28208	Repair of foot tendon	J1	5113	28088	Excise foot tendon sheath	J1	5113	5114	1	"2,477.54"	28825	"4,833.88"	N
28208	Repair of foot tendon	J1	5113	28090	Removal of foot lesion	J1	5112	5114	2	"2,680.61"	28825	"4,833.88"	N
28208	Repair of foot tendon	J1	5113	28092	Removal of toe lesions	J1	5112	5114	2	"3,454.33"	28825	"4,833.88"	N
28208	Repair of foot tendon	J1	5113	28104	Removal of foot lesion	J1	5113	5114	3	"5,526.64"	28825	"4,833.88"	N
28208	Repair of foot tendon	J1	5113	28110	Part removal of metatarsal	J1	5113	5114	1	"2,614.64"	28825	"4,833.88"	N
28208	Repair of foot tendon	J1	5113	28122	Partial removal of foot bone	J1	5113	5114	5	"3,732.15"	28825	"4,833.88"	N
28208	Repair of foot tendon	J1	5113	28124	Partial removal of toe	J1	5113	5114	4	"3,654.57"	28825	"4,833.88"	N
28208	Repair of foot tendon	J1	5113	28153	Partial removal of toe	J1	5113	5114	1	"4,185.62"	28825	"4,833.88"	N
28208	Repair of foot tendon	J1	5113	28208	Repair of foot tendon	J1	5113	5114	11	"4,000.28"	28825	"4,833.88"	N
28208	Repair of foot tendon	J1	5113	28225	Release of foot tendon	J1	5113	5114	1	"7,201.17"	28825	"4,833.88"	N
28208	Repair of foot tendon	J1	5113	28232	Incision of toe tendon	J1	5112	5114	1	"2,701.26"	28825	"4,833.88"	N
28208	Repair of foot tendon	J1	5113	28270	Release of foot contracture	J1	5113	5114	2	"3,300.58"	28825	"4,833.88"	N
28208	Repair of foot tendon	J1	5113	28285	Repair of hammertoe	J1	5113	5114	16	"4,474.56"	28825	"4,833.88"	N
